Unnamed: 0,State,DISTRICT,STATION,Turbidity,pH,Color,DO,BOD,TDS,Hardness,Cl,No3,So4,Coliform,As,F
117,"""MADHYA PRADESH""",RATLAM,Tal,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
118,TAMILNADU,CUDDALORE,Kudalaiyathur,17.01499097748317,8.16,,6.703154676138132,2.235,248.5,120.37485,76.57,0.07788076145771602,40.065,28662.758076799753,3.61,0.42
119,"""UTTAR PRADESH""",MATHURA,"""Mathura (Prayag ghat)""",17.01499097748317,7.68125,,4.66416666666667,27.9422222222222,631.625,274.189388888889,148.393333333333,0.07788076145771602,87.2375,28662.758076799753,3.6826225806451607,0.5229166666666671
120,MAHARASHTRA,AHMADNAGAR,Pachegaon,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
121,"""ANDHRA PRADESH""","""EAST GODAVARI""",Polavaram,9.35916666666667,8.00833333333333,,6.5333333333333306,1.19166666666667,165.5,97.3541583333333,10.7083333333333,0.0,14.858333333333302,7288.66666666667,1.7303333333333302,0.23666666666666697
122,"""WEST BENGAL""",PURULIYA,Muri,17.01499097748317,7.9666666666666694,,7.34666666666667,1.17666666666667,220.23367054827756,105.67355833333299,29.641666666666698,0.0092,40.75,28662.758076799753,3.6826225806451607,0.05
123,KERALA,THRISSUR,ARANGALI,17.01499097748317,6.92,,6.38333333333333,0.55,31.1666666666667,17.8889,7.48333333333333,0.037833333333333,0.716666666666667,930.0,3.575,0.17716666666666697
124,ODISHA,BAUDA,Kantamal,17.01499097748317,8.26583333333333,,7.5333333333333306,0.575,220.23367054827756,91.8264166666667,15.583333333333302,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
125,"""WEST BENGAL""",MURSHIDABAD,FARAKKA(HR),17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,208.561166666667,16.415833333333303,0.07788076145771602,6.88,28662.758076799753,3.6826225806451607,0.3672985530539035
126,"""UTTAR PRADESH""",ETAWAH,Etawah,17.01499097748317,8.17333333333333,,6.703154676138132,0.0,220.23367054827756,257.883,142.956111111111,0.18216,60.4266666666667,28662.758076799753,3.6826225806451607,0.46666666666666706
127,RAJASTHAN,"""SAWAI MADHOPUR""",Baranwada,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
128,CHHATTISGARH,JANJGIRCHAMPA,Basantpur,17.01499097748317,8.01333333333333,,6.5,0.833333333333333,220.23367054827756,128.750058333333,22.4166666666667,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
129,"""UTTAR PRADESH""",AGRA,AGRA(POIYAGHAT),17.01499097748317,8.025,,6.703154676138132,2.6815519541519084,220.23367054827756,279.25729166666696,170.237291666667,1.05846,66.98,28662.758076799753,3.6826225806451607,0.4433333333333329
130,"""MADHYA PRADESH""",JABALPUR,Patan,81.3416666666667,7.94,,5.74166666666667,1.40833333333333,257.91666666666697,195.393633333333,18.5583333333333,0.050666666666667,10.28,28662.758076799753,3.6826225806451607,0.3934166666666671
131,DELHI,NORTH,"""Delhi Railway Bridge""",17.01499097748317,7.495,,3.84566666666667,34.4875,631.25,286.691444444444,151.941388888889,0.07788076145771602,99.1333333333333,28662.758076799753,3.6826225806451607,0.597777777777778
132,TRIPURA,"""WEST TRIPURA""",Sonamura,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
133,TAMILNADU,THIRUVARUR,Peralam,17.01499097748317,8.0,,6.703154676138132,1.26,94.5,64.9208,25.52,0.07788076145771602,6.435,28662.758076799753,1.23,0.24
134,BIHAR,PATNA,"""Patna Gandhighat""",17.01499097748317,8.15416666666667,,6.703154676138132,2.69491666666667,238.666666666667,199.014583333333,31.25,0.07788076145771602,11.25,28662.758076799753,3.6826225806451607,0.3672985530539035
135,RAJASTHAN,KOTA,Barod,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
136,"""UTTAR PRADESH""",BALRAMPUR,Balrampur,17.01499097748317,8.28083333333333,,6.74833333333333,0.979166666666667,240.583333333333,163.72925,16.7145833333333,0.22425,16.544,28662.758076799753,3.6826225806451607,0.17258333333333303
137,"""UTTAR PRADESH""",BANDA,BANDA,17.01499097748317,8.2725,,6.703154676138132,2.6815519541519084,220.23367054827756,150.92825,21.03375,0.0483,8.88,28662.758076799753,3.6826225806451607,0.32775
138,"""MADHYA PRADESH""","""WEST NIMAR""",kogaon,27.016666666666698,8.39666666666667,,6.38333333333333,1.06666666666667,280.16666666666697,198.93316666666698,16.45,0.030666666666667005,28.446666666666697,28662.758076799753,3.6826225806451607,0.2005
139,MAHARASHTRA,GARHCHIROLI,Wairagarh,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
140,KARNATAKA,YADGIR,Yadgir,3.904,8.22,,6.56,1.64,394.8,193.2502,48.36,0.00016,71.28,1296.0,5.98,0.594
141,BIHAR,PATNA,Sripalpur,17.01499097748317,8.46,,6.703154676138132,2.6815519541519084,227.0,169.140333333333,21.4,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
142,KERALA,PALAKKAD,MANKARA,17.01499097748317,7.175,,4.91666666666667,1.45,135.833333333333,73.30555,16.8666666666667,0.101333333333333,3.2333333333333303,1380.0,4.0,1.49666666666667
143,ODISHA,ANUGUL,Tikarpara,17.01499097748317,7.928,,7.029,0.45899999999999996,220.23367054827756,64.125,19.4,0.0,18.18,28662.758076799753,3.6826225806451607,0.05
144,MAHARASHTRA,WARDHA,Nandgaon,1.47,8.27,,6.54,1.49,220.23367054827756,222.1433,22.649,0.010881818181818001,17.24,34000.0,2.82905,0.33173
145,ASSAM,GOLAGHAT,Numaligarh,17.01499097748317,7.58625,,6.703154676138132,2.6815519541519084,81.375,94.1562,7.375,0.07788076145771602,1.225,28662.758076799753,3.6826225806451607,0.3672985530539035
146,UTTARAKHAND,"""TEHRI GARHWAL""","""KIRTINAGAR U/S""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
147,ASSAM,BARPETA,"""Beki Road bridge""",1.96666666666667,7.9933333333333305,,6.703154676138132,0.866666666666667,84.4666666666667,160.125,3.05,0.07788076145771602,22.5,28662.758076799753,3.6826225806451607,0.3672985530539035
148,"""UTTAR PRADESH""",AGRA,Agra(J.B.),17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
149,TAMILNADU,ERODE,THENGUMARAHADA,17.01499097748317,7.445,,6.94166666666667,0.933333333333333,81.5,57.652775,23.085,0.07788076145771602,3.835,28662.758076799753,2.29,0.069666666666667
150,JHARKHAND,SARAIKELAKHARSAWAN,Adityapur,17.01499097748317,7.75416666666667,,6.57083333333333,0.6475,220.23367054827756,132.451408333333,27.3166666666667,0.00575,34.8,28662.758076799753,3.6826225806451607,0.05
151,TAMILNADU,THENI,"""VAIGAI DAM""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
152,"""ANDHRA PRADESH""",ANANTAPUR,Tadipatri,17.01499097748317,8.22,,6.703154676138132,1.43,89.0,46.1,19.85,0.07788076145771602,7.5,28662.758076799753,3.6826225806451607,0.29
153,BIHAR,LAKHISARAI,Lakhisarai,17.01499097748317,8.24516666666667,,6.703154676138132,2.6815519541519084,184.5,139.751166666667,19.4,0.07788076145771602,10.0,28662.758076799753,3.6826225806451607,0.3672985530539035
154,ASSAM,BAKSA,Matunga,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
155,TRIPURA,"""WEST TRIPURA""",HAORA,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
156,ASSAM,CACHAR,"""AP Ghat""",17.01499097748317,6.84,,6.703154676138132,2.6815519541519084,72.9166666666667,75.6027583333333,12.666666666666698,0.07788076145771602,1.21833333333333,28662.758076799753,3.6826225806451607,0.3672985530539035
157,TRIPURA,"""SOUTH TRIPURA""",Belonia,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
158,RAJASTHAN,KOTA,Khatoli,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
159,MAHARASHTRA,NANDED,Degloor,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
160,BIHAR,PURNIA,Azamabad,17.01499097748317,8.36333333333333,,6.703154676138132,2.6815519541519084,226.666666666667,156.3265,24.5,0.07788076145771602,8.0,28662.758076799753,3.6826225806451607,0.3672985530539035
161,"""ANDHRA PRADESH""",Y.S.R.,Alladupalli,17.01499097748317,7.55666666666667,,5.78666666666667,2.2308333333333303,466.583333333333,164.243083333333,159.530833333333,0.07788076145771602,100.416666666667,28662.758076799753,1.95,0.828833333333333
162,ASSAM,HAILAKANDI,Matizuri,17.01499097748317,6.94916666666667,,6.703154676138132,2.6815519541519084,91.1666666666667,82.7736416666667,13.416666666666698,0.07788076145771602,1.20166666666667,28662.758076799753,3.6826225806451607,0.3672985530539035
163,TAMILNADU,KANCHEEPURAM,Chengalpet,17.01499097748317,7.6975,,6.703154676138132,1.0175,289.0,131.583,98.14,0.07788076145771602,14.1,28662.758076799753,3.6826225806451607,0.3315
164,MAHARASHTRA,PARBHANI,Dhalegaon,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
165,"""MADHYA PRADESH""",SATNA,"""Satna (PannaKhajuraho Bridge)""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
166,"""WEST BENGAL""",BARDDHAMAN,"""KALNA (EBB)""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,183.275,15.323333333333302,0.07788076145771602,16.6,28662.758076799753,3.6826225806451607,0.3672985530539035
167,MAHARASHTRA,NANDED,Nanded,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
168,ASSAM,CACHAR,TULARGRAM,2.55,6.87,,6.703154676138132,2.6815519541519084,73.0,64.5,11.5,0.07788076145771602,1.16,28662.758076799753,3.6826225806451607,0.3672985530539035
169,ODISHA,JAJAPUR,Jenapur,17.01499097748317,7.6583333333333306,,7.11583333333333,0.4483333333333329,220.23367054827756,55.1944333333333,12.8833333333333,0.00805,9.8,28662.758076799753,3.6826225806451607,0.05
170,"""ANDHRA PRADESH""",GUNTUR,Vijayawada,2.72,8.35,,6.75,1.2,378.5,147.79175,42.175,0.0,28.75,1325.5,3.6826225806451607,0.58
171,MAHARASHTRA,NANDURBAR,SARANGKHEDA,2.5,8.025,,9.4,1.35,301.25,112.65,68.0,0.05,11.55,1600.0,3.6826225806451607,0.135
172,"""ANDHRA PRADESH""",SRIKAKULAM,Srikakulam,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
173,"""WEST BENGAL""",BARDDHAMAN,KATWA,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,174.4055,16.448333333333302,0.07788076145771602,13.92,28662.758076799753,3.6826225806451607,0.3672985530539035
174,JHARKHAND,PALAMU,"""Mohammad Ganj""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
175,UTTARAKHAND,DEHRADUN,"""RISHIKESH U/S""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
176,TAMILNADU,KRISHNAGIRI,GUMMANUR,17.01499097748317,8.035,,7.65,3.375,690.5,322.086833333333,178.09916666666697,0.01,27.3266666666667,28662.758076799753,2.435,0.5154166666666671
177,ASSAM,CACHAR,GUMRA,17.01499097748317,6.75166666666667,,6.703154676138132,2.6815519541519084,42.75,55.545875,12.083333333333302,0.07788076145771602,1.20833333333333,28662.758076799753,3.6826225806451607,0.3672985530539035
178,MAHARASHTRA,THANE,Badlapur,17.01499097748317,7.16666666666667,,4.94,1.04166666666667,220.23367054827756,59.2113333333333,11.625833333333302,0.013859108333333,11.858333333333302,47709.0909090909,2.8682333333333303,0.285083333333333
179,"""UTTAR PRADESH""",BAREILLY,Bareilly,5.76666666666667,7.885,,5.3825,4.36083333333333,312.08333333333303,320.401166666667,23.400416666666697,0.3381,22.24,28662.758076799753,3.6826225806451607,0.4433333333333329
180,PONDICHERRY,KARAIKAL,Nallathur,17.01499097748317,8.115,,6.703154676138132,1.55,495.0,156.4165,171.575,0.07788076145771602,35.295,28662.758076799753,2.78,0.84
181,ASSAM,JORHAT,Neamatighat,17.01499097748317,7.49875,,6.703154676138132,2.6815519541519084,86.75,82.7498625,6.6875,0.07788076145771602,1.1975,28662.758076799753,3.6826225806451607,0.3672985530539035
182,TAMILNADU,ERODE,SAVANDAPUR,17.01499097748317,7.6925,,6.45833333333333,1.625,148.9,117.4277,26.595833333333303,0.07788076145771602,14.7175,28662.758076799753,5.98,0.20708333333333304
183,"""MADHYA PRADESH""",NARSIMHAPUR,Belkhedi,48.425,8.04166666666667,,6.525,0.808333333333333,244.5,201.40558333333303,9.4,0.03275,8.25666666666667,28662.758076799753,3.6826225806451607,0.21091666666666697
184,TAMILNADU,DHARMAPURI,HOGENAKKAL,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
185,GUJARAT,SURAT,MAHUWA,2.3333333333333304,7.76666666666667,,7.3,1.45,327.16666666666697,113.0501,83.6666666666667,0.0675,13.4,3000.0,3.6826225806451607,0.133333333333333
186,"""UTTAR PRADESH""",AURAIYA,Auraiya,17.01499097748317,8.25666666666667,,6.703154676138132,2.6815519541519084,220.23367054827756,186.083916666667,69.4320833333333,0.20815,39.56,28662.758076799753,3.6826225806451607,0.5304166666666671
187,TAMILNADU,KANCHEEPURAM,Magaral,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
188,"""MADHYA PRADESH""","""WEST NIMAR""",Mortakka,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
189,"""UTTAR PRADESH""",KAUSHAMBI,PRATAPPUR,17.01499097748317,8.37083333333333,,6.703154676138132,1.46666666666667,220.23367054827756,209.524520833333,57.3372916666667,0.1058,35.6025,0.0,3.6826225806451607,0.347833333333333
190,TAMILNADU,COIMBATORE,NELLITHURAI,17.01499097748317,7.5975,,7.93333333333333,0.716666666666667,17.2,25.1763775,5.908333333333339,0.07788076145771602,2.2291666666666696,28662.758076799753,5.625,0.071133333333333
191,KERALA,MALAPPURAM,PULAMANTHOLE,17.01499097748317,6.795,,6.55,0.7183333333333329,40.0,23.19445,8.75,0.0145,0.933333333333333,1320.0,3.56,0.154666666666667
192,BIHAR,DARBHANGA,Hayaghat,17.01499097748317,7.9975,,6.703154676138132,1.9210833333333301,217.333333333333,192.9035,25.1666666666667,0.07788076145771602,8.46666666666667,28662.758076799753,3.6826225806451607,0.3672985530539035
193,MAHARASHTRA,CHANDRAPUR,Ashti,5.45,8.35833333333333,,6.54166666666667,1.85833333333333,220.23367054827756,142.519475,20.09,0.0054,25.2616666666667,17090.0,3.79856666666667,0.4256666666666671
194,"""MADHYA PRADESH""",UJJAIN,Ujjain,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
195,"""UTTAR PRADESH""","""SIDDHARTH NAGAR""",Chandradeepghat,4.1,8.12833333333333,,3.51,11.816666666666698,263.33333333333303,242.21083333333303,21.507083333333302,0.368,16.24,28662.758076799753,3.6826225806451607,0.3530833333333329
196,"""UTTAR PRADESH""",SONBHADRA,DUDHHI,1.14166666666667,8.24833333333333,,7.43666666666667,2.86166666666667,130.5,131.790166666667,27.5,0.0,21.5833333333333,1000.0,13.0,0.3838333333333329
197,ASSAM,BAKSA,DRF,11.275,7.235,,6.703154676138132,2.6815519541519084,104.0,105.36685,13.0,0.0,1.16,28662.758076799753,3.6826225806451607,0.3672985530539035
198,RAJASTHAN,JHALAWAR,Aklera,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
199,JHARKHAND,SIMDEGA,Tilga,17.01499097748317,7.572,,7.506,0.278,220.23367054827756,31.233340000000002,12.22,0.12144,12.96,28662.758076799753,3.6826225806451607,0.05
200,KERALA,THIRUVANANTHAPURAM,AYILAM,17.01499097748317,6.70166666666667,,5.985,1.22166666666667,40.1666666666667,18.8888833333333,11.183333333333302,0.019166666666667,0.85,1460.0,2.385,0.18248333333333303
201,"""ARUNACHAL PRADESH""",CHANGLANG,Miao,17.01499097748317,7.825,,6.703154676138132,2.6815519541519084,82.5,74.9145125,4.5,0.07788076145771602,1.2375,28662.758076799753,3.6826225806451607,0.3672985530539035
202,KERALA,IDUKKI,VANDIPERIYAR,17.01499097748317,6.91166666666667,,5.31666666666667,1.12,70.3333333333333,34.548616666666696,12.433333333333302,0.024833333333332996,0.883333333333333,1600.0,4.93,0.256833333333333
203,"""HIMACHAL PRADESH""",SIRMAUR,Paonta,17.01499097748317,7.56833333333333,,6.62,1.23833333333333,183.5,137.009833333333,10.41,0.07788076145771602,42.8,28662.758076799753,3.6826225806451607,0.24166666666666697
204,"""UTTAR PRADESH""",AYODHYA,Ayodhya,17.01499097748317,8.3675,,6.7625,1.1441666666666699,181.75,156.616833333333,14.0225,0.22195,17.72,28662.758076799753,3.6826225806451607,0.177333333333333
205,"""UTTAR PRADESH""",JAUNPUR,"""Jaunpur (MG Marg Bridge)""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
206,TELANGANA,WARANGAL,Perur,8.08181818181818,7.88181818181818,,6.58181818181818,1.09090909090909,218.18181818181802,127.409118181818,14.647636363636401,0.0,22.264545454545498,2215.6363636363603,2.3968,0.36727272727272703
207,"""UTTAR PRADESH""",MIRZAPUR,MIRZAPUR,0.325,8.36166666666667,,7.525,3.0208333333333304,227.666666666667,167.033166666667,53.3333333333333,0.0,38.0,5608.33333333333,2.5,0.4888333333333329
208,ASSAM,KOKRAJHAR,Kokrajhar,1.73333333333333,7.89,,6.703154676138132,0.9,65.9666666666667,136.217,2.85666666666667,0.07788076145771602,18.5,28662.758076799753,3.6826225806451607,0.3672985530539035
209,ASSAM,BONGAIGAON,"""Manas N H Crossing""",2.6,8.053333333333331,,6.703154676138132,1.06666666666667,204.833333333333,160.375,3.5233333333333303,0.07788076145771602,20.5,28662.758076799753,3.6826225806451607,0.3672985530539035
210,TELANGANA,MAHBUBNAGAR,Bawapuram,2.52375,8.4,,6.4375,1.1875,558.125,167.60425,94.4,0.0,72.5625,2832.5,8.19,0.5975
211,"""ARUNACHAL PRADESH""","""LOWER SUBANSIRI""",Yazali,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
212,"""MADHYA PRADESH""",HARDA,Handia,110.916666666667,8.2425,,6.7833333333333306,1.025,151.916666666667,124.670033333333,8.63333333333333,0.03358333333333299,8.23333333333333,28662.758076799753,3.6826225806451607,0.21025
213,MAHARASHTRA,GARHCHIROLI,Tekra,6.45,8.16333333333333,,6.31666666666667,5.175,220.23367054827756,202.97066666666697,21.59875,0.009891666666667,16.5783333333333,2475.0,3.63603333333333,0.4931666666666671
214,UTTARAKHAND,GARHWAL,"""KIRTINAGAR D/S""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
215,TAMILNADU,THIRUVARUR,Thengudi,17.01499097748317,7.7775,,5.26275,2.00375,261.25,106.3782125,86.83,0.07788076145771602,20.58875,28662.758076799753,0.44,0.36625
216,KERALA,MALAPPURAM,KUNIYIL,17.01499097748317,6.65166666666667,,6.40166666666667,0.673333333333333,55.3333333333333,27.1944333333333,8.26666666666667,0.044000000000000004,1.25,1600.0,5.545,0.16166666666666699
217,"""WEST BENGAL""",MURSHIDABAD,BERHAMPORE,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,193.92491666666697,15.7375,0.07788076145771602,17.72,28662.758076799753,3.6826225806451607,0.3672985530539035
218,"""UTTAR PRADESH""","""SIDDHARTH NAGAR""",Bansi,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
219,ASSAM,KARIMGANJ,FAKIRABAZAR,17.01499097748317,6.85333333333333,,6.703154676138132,2.6815519541519084,66.0833333333333,66.28886666666669,13.166666666666698,0.07788076145771602,1.21583333333333,28662.758076799753,3.6826225806451607,0.3672985530539035
220,"""ANDHRA PRADESH""","""SRI POTTI SRIRAMULU NELLORE""","""Nellore CWC""",17.01499097748317,7.7033333333333305,,6.703154676138132,1.92777777777778,386.0,144.648,127.70333333333299,0.07788076145771602,62.6377777777778,28662.758076799753,3.1,0.6817777777777779
221,ASSAM,SIVASAGAR,Desangpani,17.01499097748317,7.30375,,6.703154676138132,2.6815519541519084,79.125,80.0344125,8.5625,0.07788076145771602,1.2075,28662.758076799753,3.6826225806451607,0.3672985530539035
222,"""MADHYA PRADESH""",SEHORE,Hoshangabad,76.175,8.11416666666667,,6.73333333333333,0.716666666666667,144.916666666667,119.898608333333,7.85833333333333,0.036333333333333,5.67333333333333,28662.758076799753,3.6826225806451607,0.19883333333333303
223,TRIPURA,"""WEST TRIPURA""",GAJARAIA,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
224,"""UTTAR PRADESH""",FARRUKHABAD,Dabri,7.75833333333333,8.105,,5.21,4.02416666666667,274.75,304.09275,23.3116666666667,1.081,23.24,28662.758076799753,3.6826225806451607,0.4243333333333329
225,"""UTTAR PRADESH""",BASTI,Basti,17.01499097748317,8.11416666666667,,6.24,2.2225,273.91666666666697,160.501,24.6429166666667,0.3634,17.695999999999998,28662.758076799753,3.6826225806451607,0.18525
226,"""ARUNACHAL PRADESH""",LOHIT,Namsai,17.01499097748317,7.375,,6.703154676138132,2.6815519541519084,72.5,71.9842375,4.25,0.07788076145771602,1.24,28662.758076799753,3.6826225806451607,0.3672985530539035
227,ASSAM,GOLAGHAT,Gelabil,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
228,MEGHALAYA,"""EAST KHASI HILLS""",THERRIAGHAT,17.01499097748317,7.08666666666667,,6.703154676138132,2.6815519541519084,39.5,56.971525,10.916666666666698,0.07788076145771602,1.20583333333333,28662.758076799753,3.6826225806451607,0.3672985530539035
229,ASSAM,TINSUKIA,Udaipur,17.01499097748317,7.625,,10.0333333333333,2.6815519541519084,69.25,78.010425,7.0,0.07788076145771602,1.1875,28662.758076799753,3.6826225806451607,0.3672985530539035
230,GUJARAT,"""SABAR KANTHA""","""Derol Bridge""",37.8,8.332,,7.78,0.78,319.6,159.1716,64.4,0.02,11.106,196030.0,3.6826225806451607,0.628
231,"""UTTAR PRADESH""",CHANDAULI,NARHAN,17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
232,"""UTTAR PRADESH""",PILIBHIT,"""Kabir Ganj""",17.01499097748317,7.764260379136993,,6.703154676138132,2.6815519541519084,220.23367054827756,131.77457374277378,37.22037571253798,0.07788076145771602,18.142366924447888,28662.758076799753,3.6826225806451607,0.3672985530539035
233,"""UTTAR PRADESH""",MUZAFFARNAGAR,Mawi,17.01499097748317,7.64727272727273,,6.64125,5.48727272727273,236.636363636364,169.048454545455,18.01,0.07788076145771602,44.7636363636364,28662.758076799753,3.6826225806451607,0.34454545454545504
234,UTTARAKHAND,GARHWAL,Rishikesh,17.01499097748317,8.02166666666667,,7.37666666666667,1.8575,149.533333333333,91.371525,10.0833333333333,0.036883636363636,19.9583333333333,28662.758076799753,3.6826225806451607,0.2775
235,KARNATAKA,UDUPI,AVERSHE,17.01499097748317,6.4575,,6.595,0.2725,220.23367054827756,12.0625,4.97,0.0069,1.716,28662.758076799753,2.08,0.12825
236,"""UTTAR PRADESH""",MORADABAD,Moradabad,5.06666666666667,7.94166666666667,,4.48583333333333,12.365,245.916666666667,282.09283333333303,21.9804166666667,1.06835,17.76,28662.758076799753,3.6826225806451607,0.4259166666666671
