Ind,State,DISTRICT,STATION,Turbidity,pH,Color,DO,BOD,TDS,Hardness,Cl,No3,So4,Coliform,As,F
0,TELANGANA,KARIMNAGAR,Mancherial,4.41727272727273,7.46363636363636,,6.15454545454546,1.4,342.909090909091,181.189454545455,28.2272727272727,0,27.9363636363636,3494.72727272727,4.55876666666667,0.744545454545454
1,MAHARASHTRA,AKOLA,GOPALKHEDA,3,8.18333333333333,,7,1.58,544.5,109.829333333333,78.8333333333333,0.054,11.8666666666667,1950,,0.148333333333333
2,TAMILNADU,ERODE,URACHIKOTTAI,,7.957,,7.29,2.49,218.9,125.0924,27,,13.471,,2.29,0.2811
3,UTTARAKHAND,CHAMPAWAT,GHAT,,8.37916666666667,,7.18916666666667,0.639166666666667,176.166666666667,145.55525,13.3716666666667,0.2139,16.36,,,0.159916666666667
4,"""UTTAR PRADESH""",MORADABAD,"""Gagan Moradabad""",5.06666666666667,7.94166666666667,,4.48583333333333,12.365,245.916666666667,282.092833333333,21.9804166666667,1.06835,17.76,,,0.425916666666667
5,ASSAM,CACHAR,Monierkhal,,,,,,,,,,,,,
6,TAMILNADU,THIRUVARUR,Menangudi,,8.07,,,1.44,171.333333333333,96.3752333333333,56.72,,17.1866666666667,,0.007,0.273333333333333
7,ODISHA,KENDUJHAR,Anandapur,,7.75083333333333,,7.1625,0.796666666666667,,52.3888833333333,17.9666666666667,0.002509090909091,16.975,,,0.05
8,"""UTTAR PRADESH""",BUDAUN,Kachhlabridge,4.63333333333333,8.11333333333333,,6.2875,1.56666666666667,144.416666666667,161.44525,13.845,0.30245,13.76,,,0.359416666666667
9,"""UTTAR PRADESH""","""JYOTIBA PHULE NAGAR""",Garhmukteshwar,4.29166666666667,8.1125,,6.7475,1.34166666666667,173.083333333333,182.671916666667,14.28875,0.27025,10.76,,,0.277083333333333
10,"""UTTAR PRADESH""",PRATAPGARH,PRATAPGARH,,,,,,,,,,,,,
11,"""ARUNACHAL PRADESH""",LOHIT,Tezu,,7.225,,,,89.25,81.1905875,7.625,,1.195,,,
12,ASSAM,MARIGAON,Jagibhakatgaon,,,,,,,,,,,,,
13,CHHATTISGARH,RAIPUR,RAJIM,,8.03,,7.36666666666667,0.5,,42.79305,12.6666666666667,,,,,
14,KARNATAKA,CHAMRAJNAGAR,KUDLUR,,,,,,,,,,,,,
15,KERALA,PATHANAMTHITTA,THUMPAMON,,6.81666666666667,,5.9,0.711666666666667,39.1666666666667,20.2222333333333,8.7,0.012666666666667,0.966666666666667,1460,2.92,0.181566666666667
16,"""ARUNACHAL PRADESH""","""UPPER SIANG""",Tuting,,8.075,,8.35,,80.5,73.041675,2.25,,,,,
17,CHHATTISGARH,DURG,Kotni,,,,,,,,,,,,,
18,CHHATTISGARH,DURG,"""Andhiyar Khore""",,8.18454545454545,,6.90909090909091,0.618181818181818,,194.906090909091,24.9090909090909,,,,,
19,"""UTTAR PRADESH""",DEORIA,Turtipar,,8.36083333333333,,7.29,1.01666666666667,197,158.118916666667,15.3241666666667,0.21735,16.72,,,0.1805
20,"""UTTAR PRADESH""",MAINPURI,Bewar,,,,,,,,,,,,,
21,UTTARAKHAND,CHAMOLI,"""KARNPRAYAG CONFLUENCE D/S""",,,,,,,,,,,,,
22,"""UTTAR PRADESH""","""AMBEDKAR NAGAR""",AKBARPUR,,,,,,,,,,,,,
23,ASSAM,CACHAR,Annapurnaghat,,6.85090909090909,,,,71.5454545454545,76.6113454545455,12.9090909090909,,1.22090909090909,,,
24,MAHARASHTRA,PUNE,Phulgaon,,7.3,,,1.9,,80.3363,8.51,0.00394737,14.2,54000,,0.326
25,CHHATTISGARH,JANJGIRCHAMPA,Bamnidhi,,8.2275,,6.96666666666667,1.43333333333333,,99.7950833333333,23.25,,,,,
26,TAMILNADU,RAMANATHAPURAM,PARAMAKUDI,,,,,,,,,,,,,
27,"""MADHYA PRADESH""",NARSIMHAPUR,Gadarwara,82.1,8.09272727272727,,6.51818181818182,0.881818181818182,188.090909090909,158.227245454545,9.28181818181818,0.034727272727273,7.29454545454545,,,0.220636363636364
28,"""MADHYA PRADESH""",MORENA,Dholpur,,8.395,,,,,167.414083333333,41.3279166666667,0.04715,44.16,,,0.37525
29,ODISHA,NABARANGAPUR,Nowrangpur,15.706,7.78,,6.9,0.89,96.2,62.175,3.01,0,9.01,5862,1.1695,0.103
30,MAHARASHTRA,NASHIK,CHANWADA,6.2,8.06,,7.8,1.898,369.2,113.6234,94.2,0.07,12.36,1400,,0.16
31,GUJARAT,AMRELI,Lowara,16.4,8.366,,9.2,2.74,3790.8,724.3322,1569.2,0.104,54.238,271004,,0.762
32,GUJARAT,"""BANAS KANTHA""",Chitrasani,11.75,8.4675,,10.125,2.725,448.5,220.29575,93.5,0.015,15,271040,,0.8175
33,ASSAM,KAMRUP,"""Puthimari NH Rd Xing""",10.505,7.255,,,,135,129,13,0,1.205,,,
34,UTTARAKHAND,CHAMPAWAT,PANCHESHWAR,,,,,,,,,,,,,
35,ASSAM,KAMRUP,KULSI,6.7775,6.5575,,2.5,,25.5,68.79375,11.25,0,1.17,,,
36,JHARKHAND,HAZARIBAGH,Hendegir,,,,,,,164.300666666667,18.4466666666667,,19.52,,,
37,"""WEST BENGAL""",BARDDHAMAN,"""KALNA (flow)""",,,,,,,184.284090909091,16.6533333333333,,12.6225,,,
38,MAHARASHTRA,PARBHANI,G.R.BRIDGE,,,,,,,,,,,,,
39,UTTARAKHAND,CHAMOLI,"""Karnprayag U/S""",,,,,,,,,,,,,
40,"""UTTAR PRADESH""",PRAYAGRAJ,ALLAHABAD,0.475,8.085,,7.24666666666667,3.10833333333333,228.75,173.972916666667,59.3333333333333,0,40,6558.33333333333,1,0.461166666666667
41,BIHAR,BUXAR,Buxar,,8.22636363636364,,6.46227272727273,2.25381818181818,273.318181818182,185.357136363636,35.3454545454545,,5.5,,,
42,MAHARASHTRA,NAGPUR,Satrapur/K.R.Bridge,3.45833333333333,7.98833333333333,,7.43333333333333,1.85833333333333,,231.441583333333,29.7541666666667,0.008675,22.31,33402.5,4.77823333333333,0.568416666666667
43,MAHARASHTRA,SATARA,Karad,,7.2,,6.3,1.75,,64.4935,8.24,0.001973685,11.95,49000,2.31,0.3075
44,"""ARUNACHAL PRADESH""","""EAST SIANG""",Passighat,,7.6275,,,,75,69.28125,5.5,,1.175,,,
45,"""UTTAR PRADESH""",RAMPUR,Rampur,,,,,,,,,,,,,
46,"""UTTAR PRADESH""",GORAKHPUR,Birdghat,,8.23,,6.81416666666667,1.22333333333333,239.666666666667,166.656333333333,17.04,0.2852,19.28,,,0.186833333333333
47,"""UTTAR PRADESH""",MEERUT,Galeta,,7.74166666666667,,0.953333333333333,85.4333333333333,693.333333333333,335.168833333333,117.974166666667,,88.1833333333333,,,0.615833333333333
48,"""MADHYA PRADESH""",BURHANPUR,BURHANPUR,3.08333333333333,8.1325,,6.84,1.8125,352.833333333333,110.226416666667,76.8333333333333,0.056666666666667,11.1833333333333,4000,,0.163333333333333
49,ASSAM,LAKHIMPUR,"""Ranganadi NT Road crossing""",,7.5825,,8.2,,91,77.956325,5.0625,,1.2375,,,
50,ODISHA,BALANGIR,Kesinga,,8.35666666666667,,7.54166666666667,0.566666666666667,,102.279925,15.3333333333333,,,,,
51,CHHATTISGARH,JANJGIRCHAMPA,Seorinarayan,,,,,,,,,,,,,
52,"""UTTAR PRADESH""",FATEHPUR,Koraold,,8.1725,,,,,89.779855,16.95125,0.02415,20.88,,,0.3135
53,ASSAM,CACHAR,Fulertal,,6.95181818181818,,,,70.0909090909091,76.3235454545455,13,,1.20090909090909,,,
54,RAJASTHAN,DUNGARPUR,Paderdibadi,13.4166666666667,8.3175,,8.31666666666667,2.04166666666667,314.833333333333,189.582666666667,40.1666666666667,0.025833333333333,11.51,178005.285714286,,0.729166666666667
55,"""ANDHRA PRADESH""",Y.S.R.,Singavaram,,,,,,,,,,,,,
56,BIHAR,DARBHANGA,Ekmighat,,8.86666666666667,,,2.37208333333333,207.416666666667,190.410416666667,28.75,,6,,,
57,"""UTTAR PRADESH""",HARDOI,Ankinghat,7.69166666666667,8.26833333333333,,6.09333333333333,4.04818181818182,217.5,244.337916666667,20.3533333333333,0.35305,16.84,,,0.392666666666667
58,ASSAM,DIBRUGARH,Dibrugarh,,7.5,,,,82.5,81.7156125,4.4375,,1.16,,,
59,"""UTTAR PRADESH""","""RAE BARELI""",Bhitaura,7.025,8.1325,,5.38833333333333,4.07363636363636,220.333333333333,233.268166666667,22.63125,0.3611,15.88,,,0.335666666666667
60,MEGHALAYA,"""JAINTIA HILLS""",kharkhana,,3.83181818181818,,,,98,69.1924545454546,17.9090909090909,,1.2,,,
61,UTTARAKHAND,HARDWAR,"""ROORKEE D/S""",,,,,,,,,,,,,
62,ASSAM,TINSUKIA,Margherita,,7.6,,,,67,67.5359,2.16666666666667,,1.41,,,
63,ASSAM,SIVASAGAR,Bihubar,,7.69375,,,,92.125,86.840475,5.8125,,1.195,,,
64,BIHAR,GAYA,Gaya,,8.1275,,,,137.5,131.3686625,20.5,,13.85,,,
65,"""MADHYA PRADESH""",BARWANI,Pati,14.2625,8.24125,,6.7,0.7,267.25,184.239625,16.075,0.036875,22.4875,,,0.27125
66,KARNATAKA,UDUPI,YENNEHOLE,,6.5725,,,,,11.05625,4.4375,0,1.716,,0.98,0.1425
67,JHARKHAND,"""PURBI SINGHBHUM""",Ghatsila,,7.55166666666667,,6.63583333333333,0.961666666666667,,89.4028083333333,27.4083333333333,0.02415,33.275,,,0.05
68,TELANGANA,KHAMMAM,Bhadrachalam,,,,,,,,,,,,,
69,TAMILNADU,VIRUDUNAGAR,IRRUKKANKUDI,,,,,,,,,,,,,
70,MAHARASHTRA,SATARA,Warunji,,6.9,,5.7,0.85,,44.298,5.21,0.005921045,17,275500,,0.2925
71,TAMILNADU,VILUPPURAM,Villupuram,,,,,,,,,,,,,
72,TAMILNADU,THENI,THENI,,7.60375,,7.2875,1.6,205,76.7323875,15.77625,,5.5475,,2.91,0.24525
73,"""UTTAR PRADESH""",JAUNPUR,MAIGHAT,,8.155,,7.62166666666667,2.72833333333333,181.083333333333,162.430583333333,42.6666666666667,0,28.5,2375,16,0.4325
74,"""MADHYA PRADESH""",DHAR,Dhulsar,17.85,8.4005,,6.41666666666667,1.01666666666667,271.833333333333,186.497166666667,20.2333333333333,0.061666666666667,30.9883333333333,,,0.266
75,UTTARAKHAND,UTTARKASHI,Uttarkashi,,7.90083333333333,,8.08333333333333,1.1175,104.273333333333,57.1666666666667,9.08333333333333,0.033925,19,,,0.26
76,"""UTTAR PRADESH""",HAMIRPUR,MOHANA,,8.45,,,,,139.552333333333,21.3,0.0368,6.72,,,0.297666666666667
77,DELHI,"""NORTH WEST""",Palla,,7.6775,,7.625,4.74083333333333,298.833333333333,175.516666666667,52.95,,62.7083333333333,,,0.38
78,TAMILNADU,VELLORE,Arcot,,,,,,,,,,,,,
79,MAHARASHTRA,PARBHANI,Zari,,,,,,,,,,,,,
80,"""UTTAR PRADESH""",PRAYAGRAJ,"""MEJA ROAD""",,8.14916666666667,,7.30333333333333,2.79333333333333,146.75,159.302666666667,19.3333333333333,0.006083333333333,14.0833333333333,1075,8,0.4225
81,MAHARASHTRA,YAVATMAL,"""P.G. Bridge""",4.41666666666667,8.365,,7.31666666666667,2.25,,224.55675,26.3091666666667,0.00785,12.535,21995.8333333333,3.20116666666667,0.462583333333333
82,TAMILNADU,SALEM,THEVUR,,8.04,,,,,256.42725,57.9625,,46.5625,,,0.72075
83,RAJASTHAN,CHITTAURGARH,Chittorgarh,,,,,,,,,,,,,
84,ASSAM,TINSUKIA,Dholabazar,,7.7,,,,186.5,179.48325,12,,1.28,,,
85,UTTARAKHAND,DEHRADUN,"""HARIDWAR U/S""",,,,,,,,,,,,,
86,MAHARASHTRA,BULDANA,YERLI,,,,,,,,,,,,,
87,ODISHA,ANUGUL,Talcher,,7.73333333333333,,7.7275,0.348333333333333,,51.354175,12.5416666666667,0.001254545454545,10.9916666666667,,,0.05
88,TELANGANA,NALGONDA,Halia,3.422,8.1,,6.08888888888889,0.8,537.2,209.9667,79.87,1E-05,56.47,1605,,0.98
89,"""MADHYA PRADESH""",GUNA,"""A.B.Road Xing""",,,,,,,,,,,,,
90,TELANGANA,KHAMMAM,Sangam,26.76,7.98,,6.25,0.75,268,160.80007,22.9,0,39.88,6736,4.7173,0.836
91,"""UTTAR PRADESH""",SULTANPUR,SULTANPUR,,8.31166666666667,,7.54,2.93666666666667,204.666666666667,181.696416666667,27.25,0,24.25,3125,2,0.376833333333333
92,"""UTTAR PRADESH""",LUCKNOW,"""Lucknow (Hanuman Setu)""",4.1,8.12833333333333,,3.51,11.8166666666667,263.333333333333,242.210833333333,21.5070833333333,0.368,16.24,,,0.353083333333333
93,TELANGANA,KHAMMAM,Madhira,,,,,,,,,,,,,
94,"""MADHYA PRADESH""",BALAGHAT,Kumhari,4.225,7.9775,,6.74166666666667,2.20833333333333,,159.637416666667,8.6025,0.004608333333333,8.35166666666667,7537.66666666667,3.9317,0.36735
95,TRIPURA,"""SOUTH TRIPURA""","""NUTANBAZAR GD SITE""",,,,,,,,,,,,,
96,ASSAM,LAKHIMPUR,Badatighat,,7.51,,,,98.5,79.89045,7.0625,,1.1825,,,
97,UTTARAKHAND,GARHWAL,"""SATPULI U/S""",,,,,,,,,,,,,
98,BIHAR,SAHARSA,Baltara,,7.65333333333333,,,1.961,152.416666666667,198.238083333333,18.7575,,13.1666666666667,,,
99,TAMILNADU,THIRUVARUR,Annavasal,,7.78,,,1.46,106,79.5333,25.52,,8.94,,,0.34
100,CHHATTISGARH,BILASPUR,Ghatora,,7.89555555555556,,6.51111111111111,4.68888888888889,,165.447222222222,34.6666666666667,,,,,
101,"""ARUNACHAL PRADESH""","""WEST SIANG""","""Kabu basti (Kambang)""",,,,,,,,,,,,,
102,ODISHA,GAJAPATI,Kashinagar,,7.75833333333333,,,,,55.0694333333333,18.75,0.0023,22.1833333333333,,,0.05
103,BIHAR,"""PURBA CHAMPARAN""",Dumariaghat,,,,,,,,,,,,,
104,TRIPURA,"""NORTH TRIPURA""","""KUMARGHAT GD SITE""",,,,,,,,,,,,,
105,ASSAM,HAILAKANDI,MATIJURI,,6.94916666666667,,,,91.1666666666667,82.7736416666667,13.4166666666667,,1.20166666666667,,,
106,"""UTTAR PRADESH""",MATHURA,"""Mathura (Gokul Barrage)""",,,,,,,,,,,,,
107,UTTARAKHAND,RUDRAPRAYAG,"""AUGUSTMUNI D/S""",,,,,,,,,,,,,
108,JHARKHAND,DUMKA,Maharo,,8.03333333333333,,,,,120.615,17.8683333333333,,2.24,,,
109,ASSAM,DIBRUGARH,"""Chenimari (Khowang)""",,7.35,,8.7,,59,92.6458,6.8125,,1.2575,,,
110,TELANGANA,MAHBUBNAGAR,"""K. Agraharam""",,,,,,,,,,,,,
111,ODISHA,RAYAGADA,Gunupur,,,,,,,,,,,,,
112,KARNATAKA,"""DAKSHINA KANNADA""",BANTWAL,,7.018,,6.364,1.074,,19.315,5.467,0.00552,2.2848,,2.48,0.1824
113,ASSAM,SIVASAGAR,Nanglamoraghat,,7.42875,,,,73.75,90.0457125,9.25,,1.2425,,,
114,UTTARAKHAND,HARDWAR,Haridwar,,,,,,,,,,,,,
115,KERALA,ERNAKULAM,RAMAMANGALAM,,6.95666666666667,,6.35,0.456666666666667,38.3333333333333,20.0277833333333,8.51666666666667,0.030166666666667,0.9,1460,2.975,0.207166666666667
116,ASSAM,BAKSA,Suklai,32.65,6.915,,,,131.5,116.1085,12,0,1.13,,,
117,"""MADHYA PRADESH""",RATLAM,Tal,,,,,,,,,,,,,
118,TAMILNADU,CUDDALORE,Kudalaiyathur,,8.16,,,2.235,248.5,120.37485,76.57,,40.065,,3.61,0.42
119,"""UTTAR PRADESH""",MATHURA,"""Mathura (Prayag ghat)""",,7.68125,,4.66416666666667,27.9422222222222,631.625,274.189388888889,148.393333333333,,87.2375,,,0.522916666666667
120,MAHARASHTRA,AHMADNAGAR,Pachegaon,,,,,,,,,,,,,
121,"""ANDHRA PRADESH""","""EAST GODAVARI""",Polavaram,9.35916666666667,8.00833333333333,,6.53333333333333,1.19166666666667,165.5,97.3541583333333,10.7083333333333,0,14.8583333333333,7288.66666666667,1.73033333333333,0.236666666666667
122,"""WEST BENGAL""",PURULIYA,Muri,,7.96666666666667,,7.34666666666667,1.17666666666667,,105.673558333333,29.6416666666667,0.0092,40.75,,,0.05
123,KERALA,THRISSUR,ARANGALI,,6.92,,6.38333333333333,0.55,31.1666666666667,17.8889,7.48333333333333,0.037833333333333,0.716666666666667,930,3.575,0.177166666666667
124,ODISHA,BAUDA,Kantamal,,8.26583333333333,,7.53333333333333,0.575,,91.8264166666667,15.5833333333333,,,,,
125,"""WEST BENGAL""",MURSHIDABAD,FARAKKA(HR),,,,,,,208.561166666667,16.4158333333333,,6.88,,,
126,"""UTTAR PRADESH""",ETAWAH,Etawah,,8.17333333333333,,,0,,257.883,142.956111111111,0.18216,60.4266666666667,,,0.466666666666667
127,RAJASTHAN,"""SAWAI MADHOPUR""",Baranwada,,,,,,,,,,,,,
128,CHHATTISGARH,JANJGIRCHAMPA,Basantpur,,8.01333333333333,,6.5,0.833333333333333,,128.750058333333,22.4166666666667,,,,,
129,"""UTTAR PRADESH""",AGRA,AGRA(POIYAGHAT),,8.025,,,,,279.257291666667,170.237291666667,1.05846,66.98,,,0.443333333333333
130,"""MADHYA PRADESH""",JABALPUR,Patan,81.3416666666667,7.94,,5.74166666666667,1.40833333333333,257.916666666667,195.393633333333,18.5583333333333,0.050666666666667,10.28,,,0.393416666666667
131,DELHI,NORTH,"""Delhi Railway Bridge""",,7.495,,3.84566666666667,34.4875,631.25,286.691444444444,151.941388888889,,99.1333333333333,,,0.597777777777778
132,TRIPURA,"""WEST TRIPURA""",Sonamura,,,,,,,,,,,,,
133,TAMILNADU,THIRUVARUR,Peralam,,8,,,1.26,94.5,64.9208,25.52,,6.435,,1.23,0.24
134,BIHAR,PATNA,"""Patna Gandhighat""",,8.15416666666667,,,2.69491666666667,238.666666666667,199.014583333333,31.25,,11.25,,,
135,RAJASTHAN,KOTA,Barod,,,,,,,,,,,,,
136,"""UTTAR PRADESH""",BALRAMPUR,Balrampur,,8.28083333333333,,6.74833333333333,0.979166666666667,240.583333333333,163.72925,16.7145833333333,0.22425,16.544,,,0.172583333333333
137,"""UTTAR PRADESH""",BANDA,BANDA,,8.2725,,,,,150.92825,21.03375,0.0483,8.88,,,0.32775
138,"""MADHYA PRADESH""","""WEST NIMAR""",kogaon,27.0166666666667,8.39666666666667,,6.38333333333333,1.06666666666667,280.166666666667,198.933166666667,16.45,0.030666666666667,28.4466666666667,,,0.2005
139,MAHARASHTRA,GARHCHIROLI,Wairagarh,,,,,,,,,,,,,
140,KARNATAKA,YADGIR,Yadgir,3.904,8.22,,6.56,1.64,394.8,193.2502,48.36,0.00016,71.28,1296,5.98,0.594
141,BIHAR,PATNA,Sripalpur,,8.46,,,,227,169.140333333333,21.4,,,,,
142,KERALA,PALAKKAD,MANKARA,,7.175,,4.91666666666667,1.45,135.833333333333,73.30555,16.8666666666667,0.101333333333333,3.23333333333333,1380,4,1.49666666666667
143,ODISHA,ANUGUL,Tikarpara,,7.928,,7.029,0.459,,64.125,19.4,0,18.18,,,0.05
144,MAHARASHTRA,WARDHA,Nandgaon,1.47,8.27,,6.54,1.49,,222.1433,22.649,0.010881818181818,17.24,34000,2.82905,0.33173
145,ASSAM,GOLAGHAT,Numaligarh,,7.58625,,,,81.375,94.1562,7.375,,1.225,,,
146,UTTARAKHAND,"""TEHRI GARHWAL""","""KIRTINAGAR U/S""",,,,,,,,,,,,,
147,ASSAM,BARPETA,"""Beki Road bridge""",1.96666666666667,7.99333333333333,,,0.866666666666667,84.4666666666667,160.125,3.05,,22.5,,,
148,"""UTTAR PRADESH""",AGRA,Agra(J.B.),,,,,,,,,,,,,
149,TAMILNADU,ERODE,THENGUMARAHADA,,7.445,,6.94166666666667,0.933333333333333,81.5,57.652775,23.085,,3.835,,2.29,0.069666666666667
150,JHARKHAND,SARAIKELAKHARSAWAN,Adityapur,,7.75416666666667,,6.57083333333333,0.6475,,132.451408333333,27.3166666666667,0.00575,34.8,,,0.05
151,TAMILNADU,THENI,"""VAIGAI DAM""",,,,,,,,,,,,,
152,"""ANDHRA PRADESH""",ANANTAPUR,Tadipatri,,8.22,,,1.43,89,46.1,19.85,,7.5,,,0.29
153,BIHAR,LAKHISARAI,Lakhisarai,,8.24516666666667,,,,184.5,139.751166666667,19.4,,10,,,
154,ASSAM,BAKSA,Matunga,,,,,,,,,,,,,
155,TRIPURA,"""WEST TRIPURA""",HAORA,,,,,,,,,,,,,
156,ASSAM,CACHAR,"""AP Ghat""",,6.84,,,,72.9166666666667,75.6027583333333,12.6666666666667,,1.21833333333333,,,
157,TRIPURA,"""SOUTH TRIPURA""",Belonia,,,,,,,,,,,,,
158,RAJASTHAN,KOTA,Khatoli,,,,,,,,,,,,,
159,MAHARASHTRA,NANDED,Degloor,,,,,,,,,,,,,
160,BIHAR,PURNIA,Azamabad,,8.36333333333333,,,,226.666666666667,156.3265,24.5,,8,,,
161,"""ANDHRA PRADESH""",Y.S.R.,Alladupalli,,7.55666666666667,,5.78666666666667,2.23083333333333,466.583333333333,164.243083333333,159.530833333333,,100.416666666667,,1.95,0.828833333333333
162,ASSAM,HAILAKANDI,Matizuri,,6.94916666666667,,,,91.1666666666667,82.7736416666667,13.4166666666667,,1.20166666666667,,,
163,TAMILNADU,KANCHEEPURAM,Chengalpet,,7.6975,,,1.0175,289,131.583,98.14,,14.1,,,0.3315
164,MAHARASHTRA,PARBHANI,Dhalegaon,,,,,,,,,,,,,
165,"""MADHYA PRADESH""",SATNA,"""Satna (PannaKhajuraho Bridge)""",,,,,,,,,,,,,
166,"""WEST BENGAL""",BARDDHAMAN,"""KALNA (EBB)""",,,,,,,183.275,15.3233333333333,,16.6,,,
167,MAHARASHTRA,NANDED,Nanded,,,,,,,,,,,,,
168,ASSAM,CACHAR,TULARGRAM,2.55,6.87,,,,73,64.5,11.5,,1.16,,,
169,ODISHA,JAJAPUR,Jenapur,,7.65833333333333,,7.11583333333333,0.448333333333333,,55.1944333333333,12.8833333333333,0.00805,9.8,,,0.05
170,"""ANDHRA PRADESH""",GUNTUR,Vijayawada,2.72,8.35,,6.75,1.2,378.5,147.79175,42.175,0,28.75,1325.5,,0.58
171,MAHARASHTRA,NANDURBAR,SARANGKHEDA,2.5,8.025,,9.4,1.35,301.25,112.65,68,0.05,11.55,1600,,0.135
172,"""ANDHRA PRADESH""",SRIKAKULAM,Srikakulam,,,,,,,,,,,,,
173,"""WEST BENGAL""",BARDDHAMAN,KATWA,,,,,,,174.4055,16.4483333333333,,13.92,,,
174,JHARKHAND,PALAMU,"""Mohammad Ganj""",,,,,,,,,,,,,
175,UTTARAKHAND,DEHRADUN,"""RISHIKESH U/S""",,,,,,,,,,,,,
176,TAMILNADU,KRISHNAGIRI,GUMMANUR,,8.035,,7.65,3.375,690.5,322.086833333333,178.099166666667,0.01,27.3266666666667,,2.435,0.515416666666667
177,ASSAM,CACHAR,GUMRA,,6.75166666666667,,,,42.75,55.545875,12.0833333333333,,1.20833333333333,,,
178,MAHARASHTRA,THANE,Badlapur,,7.16666666666667,,4.94,1.04166666666667,,59.2113333333333,11.6258333333333,0.013859108333333,11.8583333333333,47709.0909090909,2.86823333333333,0.285083333333333
179,"""UTTAR PRADESH""",BAREILLY,Bareilly,5.76666666666667,7.885,,5.3825,4.36083333333333,312.083333333333,320.401166666667,23.4004166666667,0.3381,22.24,,,0.443333333333333
180,PONDICHERRY,KARAIKAL,Nallathur,,8.115,,,1.55,495,156.4165,171.575,,35.295,,2.78,0.84
181,ASSAM,JORHAT,Neamatighat,,7.49875,,,,86.75,82.7498625,6.6875,,1.1975,,,
182,TAMILNADU,ERODE,SAVANDAPUR,,7.6925,,6.45833333333333,1.625,148.9,117.4277,26.5958333333333,,14.7175,,5.98,0.207083333333333
183,"""MADHYA PRADESH""",NARSIMHAPUR,Belkhedi,48.425,8.04166666666667,,6.525,0.808333333333333,244.5,201.405583333333,9.4,0.03275,8.25666666666667,,,0.210916666666667
184,TAMILNADU,DHARMAPURI,HOGENAKKAL,,,,,,,,,,,,,
185,GUJARAT,SURAT,MAHUWA,2.33333333333333,7.76666666666667,,7.3,1.45,327.166666666667,113.0501,83.6666666666667,0.0675,13.4,3000,,0.133333333333333
186,"""UTTAR PRADESH""",AURAIYA,Auraiya,,8.25666666666667,,,,,186.083916666667,69.4320833333333,0.20815,39.56,,,0.530416666666667
187,TAMILNADU,KANCHEEPURAM,Magaral,,,,,,,,,,,,,
188,"""MADHYA PRADESH""","""WEST NIMAR""",Mortakka,,,,,,,,,,,,,
189,"""UTTAR PRADESH""",KAUSHAMBI,PRATAPPUR,,8.37083333333333,,,1.46666666666667,,209.524520833333,57.3372916666667,0.1058,35.6025,0,,0.347833333333333
190,TAMILNADU,COIMBATORE,NELLITHURAI,,7.5975,,7.93333333333333,0.716666666666667,17.2,25.1763775,5.90833333333334,,2.22916666666667,,5.625,0.071133333333333
191,KERALA,MALAPPURAM,PULAMANTHOLE,,6.795,,6.55,0.718333333333333,40,23.19445,8.75,0.0145,0.933333333333333,1320,3.56,0.154666666666667
192,BIHAR,DARBHANGA,Hayaghat,,7.9975,,,1.92108333333333,217.333333333333,192.9035,25.1666666666667,,8.46666666666667,,,
193,MAHARASHTRA,CHANDRAPUR,Ashti,5.45,8.35833333333333,,6.54166666666667,1.85833333333333,,142.519475,20.09,0.0054,25.2616666666667,17090,3.79856666666667,0.425666666666667
194,"""MADHYA PRADESH""",UJJAIN,Ujjain,,,,,,,,,,,,,
195,"""UTTAR PRADESH""","""SIDDHARTH NAGAR""",Chandradeepghat,4.1,8.12833333333333,,3.51,11.8166666666667,263.333333333333,242.210833333333,21.5070833333333,0.368,16.24,,,0.353083333333333
196,"""UTTAR PRADESH""",SONBHADRA,DUDHHI,1.14166666666667,8.24833333333333,,7.43666666666667,2.86166666666667,130.5,131.790166666667,27.5,0,21.5833333333333,1000,13,0.383833333333333
197,ASSAM,BAKSA,DRF,11.275,7.235,,,,104,105.36685,13,0,1.16,,,
198,RAJASTHAN,JHALAWAR,Aklera,,,,,,,,,,,,,
199,JHARKHAND,SIMDEGA,Tilga,,7.572,,7.506,0.278,,31.23334,12.22,0.12144,12.96,,,0.05
200,KERALA,THIRUVANANTHAPURAM,AYILAM,,6.70166666666667,,5.985,1.22166666666667,40.1666666666667,18.8888833333333,11.1833333333333,0.019166666666667,0.85,1460,2.385,0.182483333333333
201,"""ARUNACHAL PRADESH""",CHANGLANG,Miao,,7.825,,,,82.5,74.9145125,4.5,,1.2375,,,
202,KERALA,IDUKKI,VANDIPERIYAR,,6.91166666666667,,5.31666666666667,1.12,70.3333333333333,34.5486166666667,12.4333333333333,0.024833333333333,0.883333333333333,1600,4.93,0.256833333333333
203,"""HIMACHAL PRADESH""",SIRMAUR,Paonta,,7.56833333333333,,6.62,1.23833333333333,183.5,137.009833333333,10.41,,42.8,,,0.241666666666667
204,"""UTTAR PRADESH""",AYODHYA,Ayodhya,,8.3675,,6.7625,1.14416666666667,181.75,156.616833333333,14.0225,0.22195,17.72,,,0.177333333333333
205,"""UTTAR PRADESH""",JAUNPUR,"""Jaunpur (MG Marg Bridge)""",,,,,,,,,,,,,
206,TELANGANA,WARANGAL,Perur,8.08181818181818,7.88181818181818,,6.58181818181818,1.09090909090909,218.181818181818,127.409118181818,14.6476363636364,0,22.2645454545455,2215.63636363636,2.3968,0.367272727272727
